chart,raw_level,bucket_label,cluster_id,distance_to_centroid,pca_x,pca_y
11016_master,13.4,13,4,1.889657,-4.713445,-2.039307
11573_master,13.8,13+,4,2.098796,-4.281918,-2.302968
11278_master,13.0,13,4,2.244168,-4.571067,-1.924551
11728_master,13.1,13,4,2.316827,-4.167402,-1.677081
11205_master,13.0,13,4,2.43994,-3.780727,-2.845487
10422_master,13.9,13+,4,2.485014,-5.044847,-1.835721
11804_master,13.8,13+,4,2.507187,-2.87202,-2.529307
11275_master,13.4,13,4,2.520126,-2.839664,-2.351071
11607_master,13.7,13+,4,2.527929,-3.234604,-2.341559
11598_master,13.2,13,4,2.553673,-4.063137,-2.776933
11306_master,14.5,14,4,2.55672,-3.034756,-2.348093
11213_master,13.9,13+,4,2.635874,-4.625972,-2.53247
777_master,14.3,14,4,2.680566,-4.561462,-1.426278
11314_master,13.9,13+,4,2.703047,-4.713703,-1.577861
705_master,13.9,13+,4,2.735471,-4.28784,-2.105338
11770_master,13.7,13+,4,2.746388,-5.196883,-1.001211
422_master,13.8,13+,4,2.760731,-5.546198,-1.549476
299_remaster,14.2,14,4,2.853176,-4.071508,-2.057684
11159_master,13.7,13+,4,2.855124,-2.852942,-2.54773
11390_master,13.6,13+,4,2.870071,-4.66578,-0.856692
547_master,13.4,13,4,2.874918,-4.446366,-1.778045
11477_master,13.3,13,4,2.904461,-4.588369,-2.050741
11805_master,13.2,13,4,2.911768,-3.115851,-2.604595
11296_master,13.7,13+,4,2.919621,-4.995244,-1.801492
328_master,13.4,13,4,2.923001,-4.877515,-1.855954
11445_master,13.7,13+,4,2.944513,-2.482368,-2.504342
11334_master,13.9,13+,4,2.948575,-4.473445,-0.98354
598_master,13.7,13+,4,2.951855,-4.440641,-2.048354
11653_master,13.5,13,4,2.973676,-2.488645,-2.267286
11613_master,13.5,13,4,2.979998,-2.979139,-2.124007
11783_master,13.7,13+,4,2.981841,-2.854596,-2.111832
11676_master,13.8,13+,4,2.987477,-2.725067,-2.128119
798_master,13.9,13+,4,2.994909,-5.138309,-1.316245
11605_master,13.3,13,4,2.996918,-4.145163,-2.376837
11140_master,13.8,13+,4,3.044451,-2.276263,-3.076748
11591_master,14.0,14,4,3.050539,-4.512065,-1.813464
602_master,13.4,13,4,3.05916,-4.393043,-2.099658
11491_master,14.0,14,4,3.059181,-2.096541,-2.232707
283_master,13.7,13+,4,3.082305,-4.222136,-2.211321
11880_master,13.7,13+,4,3.097687,-3.292042,-2.08458
11286_master,13.5,13,4,3.117523,-3.047647,-2.440442
11534_master,14.0,14,4,3.15943,-3.494533,-1.61053
1103_master,14.3,14,4,3.162409,-4.761471,-1.153969
589_master,14.4,14,4,3.163883,-4.473569,-2.131466
11252_remaster,13.0,13,4,3.1836,-2.741287,-1.865755
11835_remaster,13.2,13,4,3.190697,-3.608257,-2.539734
11744_master,14.4,14,4,3.196341,-5.343247,-1.239585
11787_master,13.7,13+,4,3.214239,-2.96339,-1.971331
226_remaster,13.4,13,4,3.22671,-2.459153,-2.486455
530_master,13.8,13+,4,3.270948,-3.118407,-2.106402
539_master,13.7,13+,4,3.276931,-5.008791,-1.160381
11758_master,13.7,13+,4,3.282334,-5.058846,-1.610904
11793_master,13.2,13,4,3.288665,-2.186889,-2.526074
11727_master,13.2,13,4,3.29126,-3.588552,-2.031894
610_master,13.8,13+,4,3.30139,-5.732353,-1.509485
11818_expert,13.1,13,4,3.30394,-3.594318,-2.90464
779_expert,13.3,13,4,3.325743,-4.17135,-2.366977
384_master,14.7,14+,4,3.345372,-5.673527,-1.435454
227_master,14.2,14,4,3.366616,-4.210395,-1.89932
11351_master,13.0,13,4,3.401507,-2.725323,-2.709695
11186_master,13.2,13,4,3.436874,-3.79544,-2.173988
11654_master,13.3,13,4,3.452422,-1.893851,-2.341602
11596_master,14.0,14,4,3.460187,-3.514335,-2.459265
11634_remaster,13.8,13+,4,3.465199,-5.296329,-1.574557
11792_master,13.8,13+,4,3.474669,-3.334494,-2.651755
649_master,13.7,13+,4,3.510482,-3.525745,-2.124195
11759_master,14.1,14,4,3.523191,-1.999073,-2.049193
805_master,13.2,13,4,3.552263,-2.280342,-2.525311
555_master,13.4,13,4,3.557733,-5.685901,-1.147057
11807_master,13.8,13+,4,3.580318,-1.999792,-2.17872
11620_master,13.8,13+,4,3.582646,-3.960306,-2.347209
11143_master,13.7,13+,4,3.601466,-3.727213,-2.180272
11297_master,13.5,13,4,3.635813,-1.727997,-2.149039
11500_master,13.0,13,4,3.651349,-2.021315,-2.128467
11617_master,13.8,13+,4,3.65751,-3.417968,-2.56221
389_master,13.9,13+,4,3.661723,-4.949771,-1.645645
11733_master,13.7,13+,4,3.669749,-5.05918,-1.214532
400_master,13.8,13+,4,3.6929,-5.571727,-1.610404
11763_remaster,13.5,13,4,3.695001,-5.396552,-1.290385
629_remaster,13.7,13+,4,3.695604,-5.272228,-1.211384
838_remaster,13.7,13+,4,3.711548,-5.875827,-1.06357
833_expert,13.4,13,4,3.711826,-3.359206,-3.000147
614_master,13.7,13+,4,3.718544,-4.939166,-1.409326
11867_remaster,13.7,13+,4,3.739619,-5.473449,-1.282771
462_master,14.4,14,4,3.746114,-5.109778,-1.163447
11730_master,13.8,13+,4,3.749877,-1.419387,-2.682504
11817_master,13.9,13+,4,3.750069,-3.838696,-2.415025
496_expert,13.6,13+,4,3.750683,-5.58654,-1.809395
431_master,14.4,14,4,3.758671,-4.479529,-1.749437
626_master,13.5,13,4,3.762347,-2.037067,-2.444177
593_master,14.2,14,4,3.767641,-5.848334,-1.110027
264_master,13.7,13+,4,3.784461,-5.74135,-1.31708
11724_master,13.6,13+,4,3.803489,-5.182556,-1.797457
11914_remaster,13.7,13+,4,3.825325,-1.934409,-2.343619
11267_master,13.2,13,4,3.855841,-1.650011,-2.782325
11015_remaster,14.0,14,4,3.879767,-3.410237,-2.397571
11702_master,13.7,13+,4,3.883371,-5.596728,-1.822529
11512_master,13.7,13+,4,3.901171,-5.188265,-0.632349
11242_master,13.0,13,4,3.931378,-2.354199,-2.738598
849_expert,13.2,13,4,3.940767,-3.014662,-2.935165
11097_master,13.3,13,4,3.942025,-5.135936,-1.300436
467_master,13.8,13+,4,3.949716,-4.525229,-1.525354
829_master,13.4,13,4,3.956183,-5.19025,-1.066818
11503_master,13.7,13+,4,3.969355,-6.18011,-1.121485
261_master,13.8,13+,4,3.979744,-5.903015,-1.388627
365_remaster,14.7,14+,4,3.980063,-4.021989,-1.663348
11844_master,13.8,13+,4,4.024608,-4.826715,-1.282524
664_master,14.4,14,4,4.091435,-2.246034,-2.866043
381_master,14.0,14,4,4.1478,-2.240982,-2.397373
11688_master,13.5,13,4,4.158033,-5.825265,-0.87251
11207_master,13.9,13+,4,4.166584,-5.328895,-0.081277
823_master,13.8,13+,4,4.193807,-5.877032,-0.748987
11291_master,13.7,13+,4,4.200629,-5.756435,-1.10976
11870_master,13.8,13+,4,4.234635,-6.247302,-0.711132
11287_master,13.9,13+,4,4.235333,-5.382898,-1.030799
839_master,13.8,13+,4,4.247177,-5.756252,-0.934948
11214_master,13.6,13+,4,4.249874,-4.180881,-2.287911
11443_master,13.8,13+,4,4.258305,-5.163743,-1.504643
11689_master,13.7,13+,4,4.281081,-3.703873,-2.097614
11756_master,13.7,13+,4,4.305217,-5.250598,-1.887349
382_master,13.3,13,4,4.308242,-1.976751,-3.112055
11782_master,13.4,13,4,4.310242,-1.676541,-2.130689
11018_remaster,14.1,14,4,4.323639,-6.006759,-0.697632
454_master,13.7,13+,4,4.333006,-4.100692,-1.786659
262_master,13.7,13+,4,4.334509,-1.488576,-2.838449
11453_master,13.8,13+,4,4.342554,-3.149726,-2.938574
11395_master,13.8,13+,4,4.346374,-5.119689,-1.827669
537_master,13.4,13,4,4.349844,-4.628492,-1.997076
11854_master,13.9,13+,4,4.353408,-2.646819,-2.656862
11604_master,13.7,13+,4,4.366033,-6.355172,-1.311206
10202_master,13.4,13,4,4.371461,-2.485241,-3.552482
11816_master,14.0,14,4,4.37911,-1.615943,-2.960089
760_master,14.1,14,4,4.381108,-3.123012,-2.244296
11564_master,13.7,13+,4,4.383303,-1.74179,-3.682497
759_remaster,13.3,13,4,4.402655,-6.287258,-1.201635
11292_master,13.9,13+,4,4.4174,-3.038872,-3.213275
771_master,13.9,13+,4,4.457904,-6.014133,-1.046709
10193_master,13.4,13,4,4.471199,-0.883648,-3.310077
11129_master,13.2,13,4,4.477054,-0.976087,-3.532568
11697_remaster,13.3,13,4,4.53773,-1.644936,-2.401953
625_master,14.0,14,4,4.539467,-6.056514,-1.718237
11096_master,13.9,13+,4,4.557626,-3.744308,-2.539853
10493_master,13.9,13+,4,4.558898,-1.526587,-3.005041
11158_master,13.7,13+,4,4.577801,-1.079344,-3.026889
11359_master,13.0,13,4,4.581559,-4.433526,-2.112522
658_master,14.0,14,4,4.594746,-6.351957,-0.717579
1301_master,13.9,13+,4,4.597041,-6.248035,-0.675511
11148_master,13.9,13+,4,4.610897,-4.132095,-2.024405
11824_master,13.7,13+,4,4.611108,-1.65735,-2.069966
520_master,13.6,13+,4,4.616147,-1.328154,-3.057512
511_master,13.4,13,4,4.619113,-2.464777,-1.60361
420_master,13.4,13,4,4.622524,-6.253629,-1.115103
11210_master,13.8,13+,4,4.672036,-4.712429,-2.158684
11514_master,13.8,13+,4,4.673553,-5.86481,-0.64903
843_master,13.8,13+,4,4.685593,-2.517286,-1.387705
238_master,13.8,13+,4,4.696346,-1.968543,-3.483071
459_master,13.3,13,4,4.710951,-1.235841,-3.06411
11452_master,13.1,13,4,4.729314,-1.120438,-2.58313
11343_master,13.9,13+,4,4.737383,-6.186237,-0.53238
11208_master,13.8,13+,4,4.737763,-6.423692,-0.89895
528_master,13.0,13,4,4.742188,-1.158129,-3.029676
11611_master,14.3,14,4,4.744005,-5.786033,-1.731174
793_remaster,13.3,13,4,4.755033,-0.894481,-2.556359
11249_master,13.4,13,4,4.755658,-6.087521,-0.662664
11387_master,13.7,13+,4,4.81332,-5.035007,-2.062045
688_master,14.1,14,4,4.825035,-1.323081,-2.825061
820_remaster,14.5,14,4,4.839606,-1.911938,-1.864344
448_master,13.6,13+,4,4.850632,-6.306375,-0.558633
578_master,13.2,13,4,4.858057,-1.129576,-3.693273
11657_master,13.8,13+,4,4.866735,-2.750867,-3.124898
11468_master,13.8,13+,4,4.922563,-1.734331,-2.343128
11105_master,13.4,13,4,4.969265,-5.452244,-2.370751
557_master,13.8,13+,4,4.972886,-0.764055,-2.994096
339_master,13.9,13+,4,4.978053,-3.142617,-3.110829
345_master,13.6,13+,4,4.994023,-1.949097,-3.007965
204_master,13.3,13,4,4.995737,-5.302371,-2.007122
734_master,13.9,13+,4,5.004658,-0.747208,-3.092231
11631_master,13.7,13+,4,5.034657,-6.050767,-0.783958
11518_master,13.2,13,4,5.039838,-1.134027,-2.691228
11173_master,13.2,13,4,5.056265,-1.416911,-3.321725
745_master,13.9,13+,4,5.068909,-6.358609,-0.795665
11561_remaster,13.7,13+,4,5.089342,-5.697632,-1.00098
451_master,13.8,13+,4,5.099754,-5.442136,-0.849074
11523_expert,13.2,13,4,5.161552,-1.222588,-3.911863
11635_master,13.4,13,4,5.180675,-1.979049,-2.785377
1051_master,14.2,14,4,5.189124,-6.254077,-0.218307
427_master,13.9,13+,4,5.240224,-6.543807,-0.274091
