chart,raw_level,bucket_label,cluster_id,distance_to_centroid,pca_x,pca_y
295_remaster,13.7,13+,5,6.293958,17.166079,19.718912
230_master,13.3,13,5,6.524651,16.904625,19.133049
828_master,13.5,13,5,7.547089,16.894827,20.448465
134_master,13.2,13,5,9.31106,15.430088,16.038029
776_master,13.8,13+,5,10.498896,16.314356,15.419049
11100_remaster,13.7,13+,5,10.522912,17.370914,21.36248
330_master,13.2,13,5,10.851934,17.909315,19.011501
216_master,13.3,13,5,11.140157,16.778269,20.558496
308_master,13.7,13+,5,11.356015,16.981831,22.152731
802_master,13.3,13,5,11.50909,17.699137,16.183054
835_master,13.4,13,5,11.606557,17.994274,21.061491
378_master,13.2,13,5,13.00226,18.900318,18.670416
11504_master,13.4,13,5,13.03071,18.835093,21.012941
135_master,13.2,13,5,13.125636,16.366678,15.275784
265_master,13.3,13,5,13.279396,16.244081,14.925868
136_master,13.7,13+,5,13.61042,16.117657,14.720283
11251_remaster,13.0,13,5,13.803185,18.110582,14.612891
753_master,13.8,13+,5,13.859877,17.547516,19.261238
