chart,raw_level,bucket_label,cluster_id,distance_to_centroid,pca_x,pca_y
10303_master,13.3,13,6,1.840146,5.655147,-3.353513
11432_master,13.8,13+,6,1.866236,5.362984,-3.193464
10404_master,13.4,13,6,2.03706,5.53088,-3.355853
11726_master,13.6,13+,6,2.233303,5.938586,-3.186434
11600_master,13.1,13,6,2.341459,5.046004,-4.120319
10315_master,13.0,13,6,2.405892,5.170986,-3.585395
302_master,13.0,13,6,2.604538,4.994015,-3.700135
11408_master,13.2,13,6,2.670279,5.202989,-3.758214
11589_master,13.2,13,6,2.680596,5.201397,-3.242907
11747_master,13.6,13+,6,2.687213,5.729013,-4.075926
11409_remaster,13.5,13,6,2.750941,5.574584,-3.456675
11309_master,13.8,13+,6,2.786877,5.086506,-3.30991
10204_master,13.5,13,6,2.81293,4.426177,-4.129708
11374_expert,13.0,13,6,2.814882,5.403766,-4.180833
11410_remaster,13.4,13,6,2.840683,4.944006,-3.586569
10302_master,13.4,13,6,2.858717,4.456111,-3.754109
11555_master,13.4,13,6,2.913452,5.442264,-3.945713
11645_master,13.6,13+,6,2.970203,4.709167,-4.300282
223_master,13.8,13+,6,2.993961,4.798672,-2.923567
11009_remaster,13.3,13,6,2.99449,6.570966,-3.456851
792_remaster,13.2,13,6,3.061821,5.226633,-3.20251
11435_master,13.3,13,6,3.078374,6.602006,-3.542148
11059_master,13.4,13,6,3.08313,4.775967,-4.081581
11583_master,13.4,13,6,3.113277,4.896867,-4.498551
11574_master,13.0,13,6,3.132858,4.478862,-3.941244
853_master,13.0,13,6,3.140596,5.396382,-2.890849
11616_master,13.7,13+,6,3.153448,4.671167,-4.059401
587_master,13.4,13,6,3.155327,4.551454,-3.489034
107_remaster,13.3,13,6,3.203727,5.840816,-3.109105
11799_master,13.2,13,6,3.208926,6.333555,-3.70117
11802_master,13.0,13,6,3.21083,6.056803,-3.547293
11327_master,13.2,13,6,3.220598,6.151477,-2.519819
11126_master,13.2,13,6,3.223478,4.658065,-4.043863
11806_master,13.7,13+,6,3.236862,6.021067,-3.071875
11350_master,13.2,13,6,3.258605,4.755978,-3.857385
200_remaster,13.3,13,6,3.293921,4.337973,-3.256117
673_master,13.5,13,6,3.358374,4.728979,-3.14547
11501_master,13.3,13,6,3.358764,6.183519,-3.200001
11737_master,13.5,13,6,3.358884,4.51151,-4.311238
11394_expert,13.0,13,6,3.377227,5.392281,-4.977631
10552_master,13.2,13,6,3.401052,4.544479,-3.35359
10199_master,13.0,13,6,3.42259,4.731523,-4.531149
366_master,13.7,13+,6,3.445616,4.716476,-3.409147
748_master,13.2,13,6,3.457201,5.053364,-2.681875
201_master,13.3,13,6,3.473858,4.255687,-3.679575
11872_master,13.2,13,6,3.483151,6.281177,-3.753336
11723_master,13.6,13+,6,3.495383,4.33908,-4.244408
426_master,13.4,13,6,3.495463,5.407307,-2.04352
11170_master,13.1,13,6,3.526389,5.380187,-3.165464
1736_master,13.2,13,6,3.576313,5.231293,-2.943068
240_master,13.8,13+,6,3.5887,5.514657,-3.537387
663_master,13.4,13,6,3.598276,6.196265,-2.343769
11850_master,13.2,13,6,3.615213,6.115301,-2.877187
627_master,13.4,13,6,3.634356,5.764843,-2.180184
11833_master,13.0,13,6,3.648454,4.519174,-4.218919
657_master,13.7,13+,6,3.659311,4.52178,-3.033309
841_master,13.7,13+,6,3.68497,5.512304,-2.874423
346_master,13.7,13+,6,3.690653,5.136955,-3.861871
11912_master,13.4,13,6,3.705147,4.816352,-4.46415
11696_remaster,13.1,13,6,3.717894,6.067322,-3.050183
11263_master,13.0,13,6,3.721378,5.089584,-3.657622
11488_master,13.5,13,6,3.728148,4.439763,-4.618238
775_master,13.3,13,6,3.72915,5.377423,-2.019407
10367_master,13.7,13+,6,3.761062,6.648938,-3.027773
518_master,13.3,13,6,3.761447,6.475463,-2.228932
816_remaster,13.3,13,6,3.77407,6.463066,-2.670192
725_master,13.3,13,6,3.808218,4.772059,-3.998667
