chart,raw_level,bucket_label,cluster_id,distance_to_centroid,pca_x,pca_y
10699_master,13.7,13+,2,2.242594,1.672812,-3.954953
11274_master,13.1,13,2,2.255828,1.93452,-4.393068
11211_master,13.7,13+,2,2.320986,1.120392,-4.022342
11467_master,14.0,14,2,2.365511,1.041841,-4.179926
11740_master,13.7,13+,2,2.448949,1.198636,-3.998131
11446_expert,13.0,13,2,2.504688,1.816937,-4.900835
11843_master,13.1,13,2,2.570042,2.030162,-4.402304
11316_master,13.5,13,2,2.578474,1.11945,-3.840671
11767_master,13.0,13,2,2.635423,2.442422,-4.453906
11200_master,13.0,13,2,2.676011,2.025126,-4.199019
11745_expert,13.4,13,2,2.683532,2.888414,-4.625226
11765_master,13.1,13,2,2.816991,2.007972,-4.664548
11812_master,13.8,13+,2,2.839686,2.100687,-4.753038
11683_master,13.5,13,2,2.874635,2.178551,-4.608478
11811_master,13.7,13+,2,2.930573,0.657522,-3.596761
680_master,13.8,13+,2,2.93315,1.387922,-4.276657
11568_master,13.5,13,2,3.038593,1.348898,-4.363317
11465_master,13.5,13,2,3.085225,2.533123,-4.636007
726_master,13.3,13,2,3.134018,1.52323,-4.048681
11130_master,13.0,13,2,3.14167,3.02731,-4.192173
11562_remaster,13.5,13,2,3.158865,0.547561,-3.169029
11798_master,13.2,13,2,3.16615,1.803385,-4.25439
11680_master,13.3,13,2,3.19667,3.000257,-4.454562
11836_remaster,13.2,13,2,3.212958,1.952614,-3.737995
11794_master,13.4,13,2,3.221341,0.690156,-3.335914
10225_master,13.4,13,2,3.226947,1.922096,-3.817721
721_master,13.2,13,2,3.230656,2.662523,-4.06552
11674_master,13.5,13,2,3.255602,0.426123,-3.236837
11750_master,13.9,13+,2,3.26251,0.099491,-3.558459
11329_master,13.1,13,2,3.281758,2.252715,-4.340887
11710_master,13.7,13+,2,3.302333,2.947418,-4.318264
624_master,13.4,13,2,3.315539,2.450698,-4.456296
11449_master,13.3,13,2,3.342398,2.004134,-4.333186
11834_master,13.7,13+,2,3.346001,2.974993,-4.462866
507_master,13.0,13,2,3.3664,0.973172,-4.200871
11608_master,13.4,13,2,3.387312,1.974577,-3.904666
11566_master,13.8,13+,2,3.395326,1.628202,-5.173864
11266_master,13.2,13,2,3.404846,2.437481,-4.099937
769_master,13.7,13+,2,3.409612,1.202585,-4.014395
11841_master,13.3,13,2,3.418788,2.639944,-4.496814
11686_expert,13.2,13,2,3.484824,2.43019,-4.954196
419_master,13.3,13,2,3.526441,1.258097,-4.507737
11704_master,13.6,13+,2,3.557473,0.158624,-3.177184
11342_remaster,13.8,13+,2,3.574868,1.688059,-3.286974
11347_master,13.7,13+,2,3.589838,1.204589,-4.627088
819_master,13.4,13,2,3.59198,0.173726,-3.675149
11402_master,13.4,13,2,3.599508,0.456437,-3.053114
11785_master,13.1,13,2,3.614964,3.12504,-5.043383
11590_master,13.8,13+,2,3.644757,2.300228,-4.663174
11195_master,13.7,13+,2,3.646149,-0.501289,-3.42508
367_remaster,14.5,14,2,3.655588,1.438865,-3.944743
527_master,13.4,13,2,3.659414,1.315137,-4.416828
11679_master,13.7,13+,2,3.665514,3.53875,-4.353323
11507_master,13.3,13,2,3.66939,3.676678,-4.875188
11951_master,13.0,13,2,3.674243,3.233428,-4.386846
11089_expert,13.0,13,2,3.681754,2.06345,-5.192581
364_master,13.8,13+,2,3.691225,1.938462,-3.618088
11876_expert,13.0,13,2,3.696943,2.212193,-5.255401
11873_master,13.0,13,2,3.703629,2.838579,-4.305148
11524_master,13.7,13+,2,3.710484,2.978634,-4.548295
11609_master,13.2,13,2,3.720794,3.542916,-4.47377
11822_master,13.9,13+,2,3.726609,-0.308019,-3.270259
232_master,13.7,13+,2,3.72861,1.992885,-4.366205
11235_expert,13.0,13,2,3.750118,0.110527,-3.864458
522_master,13.2,13,2,3.764245,1.262035,-3.922087
11433_master,13.4,13,2,3.780659,3.226281,-3.695649
11823_master,14.3,14,2,3.79189,3.270679,-4.252764
11280_master,13.5,13,2,3.795145,0.873923,-3.062426
11521_master,13.3,13,2,3.795151,3.375788,-4.461096
11554_expert,13.0,13,2,3.826362,2.70905,-5.279384
319_master,14.1,14,2,3.863651,0.87426,-3.120657
11786_master,13.7,13+,2,3.889026,3.613672,-4.505846
11682_master,13.7,13+,2,3.910025,0.848998,-3.710997
11348_master,13.2,13,2,3.912389,2.599324,-3.981017
11228_remaster,13.1,13,2,3.92294,0.531758,-3.498578
818_remaster,13.4,13,2,3.929989,3.128852,-3.862608
11829_master,13.6,13+,2,3.939236,1.460919,-4.531117
358_master,13.6,13+,2,3.945943,1.353317,-4.821855
11553_master,13.8,13+,2,3.955529,0.014959,-3.684553
628_master,13.7,13+,2,3.988157,1.057761,-3.375571
11610_master,14.0,14,2,3.991982,0.670635,-3.867535
665_master,13.4,13,2,3.99401,3.112747,-4.001401
11385_master,14.3,14,2,4.000044,-0.269254,-3.106603
11878_master,13.1,13,2,4.053307,2.964687,-3.636011
11365_master,13.0,13,2,4.088791,1.449053,-3.597939
11358_master,13.4,13,2,4.092607,2.953465,-4.779198
471_master,13.3,13,2,4.097539,3.80817,-4.34787
11499_master,13.2,13,2,4.112206,0.082695,-3.38282
11354_master,13.4,13,2,4.11242,2.912667,-4.135369
821_master,13.6,13+,2,4.12257,2.448833,-4.07988
11663_expert,13.8,13+,2,4.13102,-0.09731,-3.140695
11483_remaster,13.2,13,2,4.14062,2.490629,-4.452575
11460_master,13.8,13+,2,4.144594,-0.486921,-3.499796
11541_master,13.6,13+,2,4.165935,2.848915,-4.165905
561_master,13.7,13+,2,4.173423,0.486319,-2.925608
11342_master,13.1,13,2,4.17394,3.568774,-3.777021
11693_master,13.0,13,2,4.17418,3.345655,-3.815348
269_master,13.9,13+,2,4.176362,0.841024,-3.903395
374_master,13.4,13,2,4.190707,1.788806,-4.460078
209_master,13.8,13+,2,4.192482,2.365728,-4.715839
696_master,13.4,13,2,4.197853,3.068862,-4.082845
820_master,14.0,14,2,4.19839,2.261916,-3.587048
11152_remaster,13.8,13+,2,4.206495,-0.339879,-2.951084
817_master,13.4,13,2,4.246207,2.132011,-4.350496
11369_remaster,13.5,13,2,4.248667,-0.349888,-2.999376
260_remaster,13.7,13+,2,4.255652,1.473734,-3.570241
11743_master,13.8,13+,2,4.267034,1.077969,-4.341358
740_master,13.9,13+,2,4.268105,2.467537,-4.299375
799_expert,13.0,13,2,4.268641,1.004341,-4.281582
11380_master,13.4,13,2,4.268773,-0.021628,-3.161449
11311_expert,13.0,13,2,4.272773,3.757608,-5.103861
239_master,14.4,14,2,4.31479,-0.828938,-3.045269
328_remaster,13.3,13,2,4.319142,-0.439533,-3.019837
581_expert,13.0,13,2,4.328258,0.816949,-3.8022
425_master,13.3,13,2,4.369581,1.1512,-3.048293
11656_master,13.6,13+,2,4.399395,-0.470322,-3.664297
313_master,13.2,13,2,4.421089,3.367092,-4.603538
704_remaster,13.4,13,2,4.429389,3.840941,-4.104609
11383_master,13.6,13+,2,4.444636,4.193507,-5.135691
629_master,13.4,13,2,4.48016,2.797832,-3.933378
681_master,13.5,13,2,4.481834,3.330228,-4.940632
11840_master,13.3,13,2,4.488991,3.696973,-4.561987
11321_remaster,13.0,13,2,4.498713,-0.496504,-2.942823
553_master,13.3,13,2,4.539552,2.187512,-3.707078
456_expert,13.2,13,2,4.543665,-0.656779,-3.466119
613_master,13.3,13,2,4.545566,-0.43469,-3.47062
538_master,13.3,13,2,4.54695,3.718088,-3.922298
219_remaster,14.3,14,2,4.564586,1.410246,-4.646757
11508_master,13.2,13,2,4.569563,-0.801313,-3.701645
11376_master,13.0,13,2,4.574162,0.298677,-3.266723
112_master,14.0,14,2,4.576373,2.304537,-4.856475
11484_master,13.4,13,2,4.611862,1.766161,-3.968462
11826_master,13.7,13+,2,4.623249,-0.092531,-3.653584
227_expert,13.1,13,2,4.624692,2.79497,-4.468788
559_master,13.7,13+,2,4.634283,-0.415705,-2.904161
11224_master,13.1,13,2,4.641996,1.382245,-4.324092
226_master,13.4,13,2,4.644805,1.927711,-5.22309
515_master,13.4,13,2,4.652495,2.577999,-4.431223
11378_expert,13.2,13,2,4.677839,-0.910965,-3.894398
11713_expert,13.0,13,2,4.67863,3.936451,-5.068563
202_master,13.4,13,2,4.697444,-0.427916,-3.583458
224_master,14.0,14,2,4.707039,-0.623354,-3.790948
11797_master,13.7,13+,2,4.715452,3.793469,-3.998991
801_master,13.4,13,2,4.719897,3.891613,-3.2995
11092_master,13.7,13+,2,4.729584,-0.513801,-3.745954
11177_master,13.2,13,2,4.73137,-0.00683,-3.435087
526_master,13.3,13,2,4.734767,-0.483247,-2.692334
11543_master,13.7,13+,2,4.744956,3.494403,-4.94283
11867_master,13.0,13,2,4.751691,4.137467,-3.850997
767_master,13.6,13+,2,4.758655,0.015168,-3.097885
11669_master,13.6,13+,2,4.759698,2.951631,-4.105962
11875_master,13.8,13+,2,4.793424,3.109375,-4.408599
11538_master,13.3,13,2,4.858888,-0.355663,-2.702038
11778_remaster,14.0,14,2,4.868189,-0.186857,-2.900897
11317_master,13.5,13,2,4.885117,3.132679,-4.238757
70_master,14.4,14,2,4.954002,-0.195017,-4.270975
439_master,13.9,13+,2,4.961699,3.508145,-4.376905
807_master,13.2,13,2,4.980305,3.99842,-3.624014
11157_master,13.4,13,2,4.980548,1.452213,-4.751791
11349_master,13.1,13,2,4.990726,0.339861,-4.019043
11715_master,13.1,13,2,5.027003,-0.265555,-3.052985
325_master,13.4,13,2,5.037321,1.82738,-4.806218
11384_master,13.9,13+,2,5.074193,0.51473,-4.553065
198_remaster,14.1,14,2,5.076435,-0.817137,-2.629189
11006_master,13.2,13,2,5.103203,0.743851,-4.75959
417_master,13.4,13,2,5.15027,2.582219,-4.427123
270_master,14.0,14,2,5.152559,2.175779,-4.46276
385_expert,13.0,13,2,5.164549,1.789812,-4.680468
11709_master,13.3,13,2,5.222882,0.961354,-4.370504
519_master,13.6,13+,2,5.24679,2.903422,-3.836359
11861_master,14.2,14,2,5.250565,2.534435,-4.48002
239_remaster,14.0,14,2,5.280167,-1.2735,-2.254504
75_master,13.4,13,2,5.281034,3.611155,-4.817749
11232_master,13.8,13+,2,5.301149,-0.764242,-3.570443
461_master,13.7,13+,2,5.366028,3.77459,-4.708854
388_expert,13.3,13,2,5.403694,2.617812,-4.919854
11879_expert,13.7,13+,2,5.427296,0.976185,-3.931494
533_master,13.0,13,2,5.485452,2.183406,-4.599318
731_remaster,13.2,13,2,5.504907,2.398398,-3.994477
11231_master,13.7,13+,2,5.525156,3.09355,-4.444079
11470_expert,13.2,13,2,5.532169,1.093447,-4.954469
453_master,13.5,13,2,5.536878,3.112938,-4.457923
11002_master,13.3,13,2,5.56211,-0.368421,-3.836036
193_master,13.3,13,2,5.563517,3.330957,-4.732056
11304_master,13.3,13,2,5.575301,-1.031983,-3.3317
268_master,13.8,13+,2,5.577455,0.60315,-4.456798
11828_master,13.8,13+,2,5.601079,0.347576,-3.72432
11032_master,13.7,13+,2,5.686346,-1.02603,-3.704234
565_master,13.3,13,2,5.710532,0.186628,-3.059448
11379_expert,13.7,13+,2,5.713284,-1.005317,-3.332829
