chart,raw_level,bucket_label,cluster_id,distance_to_centroid,pca_x,pca_y
11307_master,14.6,14+,0,1.700404,-7.697068,0.277592
11642_master,13.8,13+,0,2.001013,-7.807754,0.518576
11302_master,14.6,14+,0,2.04718,-8.036869,0.544955
11002_remaster,13.8,13+,0,2.202641,-8.038751,0.64241
11469_master,14.3,14,0,2.240551,-8.017294,0.197175
11305_master,14.0,14,0,2.387583,-7.369424,0.018366
11542_master,13.8,13+,0,2.389729,-7.854958,-0.045497
10602_master,14.0,14,0,2.430195,-8.592269,0.846188
11415_master,13.9,13+,0,2.458577,-7.575913,-0.088469
11423_master,14.1,14,0,2.479919,-8.380315,0.649708
11227_master,14.3,14,0,2.514313,-6.278668,-0.518382
11303_master,14.0,14,0,2.595468,-6.50749,-0.725255
11624_master,14.3,14,0,2.601146,-7.441621,0.005013
11855_master,14.2,14,0,2.608456,-8.632396,1.371396
11458_master,14.4,14,0,2.614088,-7.763562,-0.288142
11825_master,13.8,13+,0,2.639137,-7.840168,0.187552
11237_master,13.9,13+,0,2.647564,-6.968765,-0.704166
11813_master,14.2,14,0,2.656836,-7.89323,0.872118
11771_master,14.2,14,0,2.783675,-6.939739,0.196059
11815_master,14.1,14,0,2.824011,-6.227357,-0.314488
11089_master,14.3,14,0,2.840069,-8.353332,0.212013
11025_master,13.8,13+,0,2.849637,-8.224009,1.588555
11517_master,14.5,14,0,2.853753,-7.020016,-0.24031
11204_master,13.7,13+,0,2.884143,-7.761368,-0.1337
11725_master,14.2,14,0,2.904004,-8.006472,0.664648
11475_master,14.3,14,0,2.906493,-6.649551,-0.26478
11678_master,13.9,13+,0,2.939398,-8.864072,1.359618
11788_master,13.9,13+,0,2.967459,-8.569777,1.215947
11167_master,14.5,14,0,3.051542,-7.844579,0.905464
11399_master,13.5,13,0,3.101239,-7.83444,-0.166172
11648_master,13.7,13+,0,3.103424,-6.533718,-0.787558
11393_master,13.8,13+,0,3.120119,-5.979081,-0.782317
11637_remaster,13.8,13+,0,3.134266,-8.987474,1.82474
11233_master,14.0,14,0,3.151086,-7.554736,0.165404
11529_master,13.9,13+,0,3.16096,-6.54857,-0.061079
11461_master,14.4,14,0,3.173715,-7.320794,-0.074895
11193_master,13.1,13,0,3.226377,-6.681604,-0.93877
10574_master,13.9,13+,0,3.256702,-7.531188,-0.634288
11752_expert,13.5,13,0,3.264494,-7.428009,-0.809111
11881_master,13.8,13+,0,3.286153,-9.008373,1.649892
11209_master,14.2,14,0,3.364153,-6.369354,-0.601562
11548_master,14.6,14+,0,3.381997,-9.051681,2.257755
11661_expert,13.0,13,0,3.388113,-8.727913,0.402234
11618_master,14.4,14,0,3.398103,-6.316831,-0.861792
11547_master,13.8,13+,0,3.406085,-6.331649,-1.214466
11918_master,14.3,14,0,3.407142,-6.513008,-0.633273
11311_master,14.9,14+,0,3.417197,-8.642111,1.698762
11556_master,13.8,13+,0,3.436599,-6.145609,-0.650973
11004_remaster,14.2,14,0,3.459501,-8.146225,0.184141
11536_master,13.9,13+,0,3.470145,-7.50054,0.670895
11587_master,13.7,13+,0,3.487261,-6.694543,-0.673375
11246_master,13.7,13+,0,3.500778,-7.770419,0.212978
11382_master,14.1,14,0,3.500837,-7.14882,-0.462561
11106_expert,13.0,13,0,3.532015,-6.722754,-0.813259
11165_master,14.7,14+,0,3.59658,-6.463459,-0.501942
11588_master,13.8,13+,0,3.598645,-7.186022,-0.29072
11554_master,14.7,14+,0,3.648403,-8.364283,1.113075
11146_master,13.8,13+,0,3.671548,-5.633229,-0.791272
11706_master,13.9,13+,0,3.683672,-6.462737,-0.455146
11177_remaster,13.7,13+,0,3.71611,-6.286736,-0.687284
11790_master,14.2,14,0,3.739709,-6.078487,-0.83015
380_master,13.7,13+,0,3.775051,-8.287531,0.42399
11713_master,14.5,14,0,3.78051,-9.068642,2.288895
11533_master,13.7,13+,0,3.786289,-8.007935,1.429485
11681_master,14.3,14,0,3.788699,-7.717553,0.262603
11546_master,14.3,14,0,3.793986,-6.744453,-0.414845
11386_master,14.3,14,0,3.79678,-6.848652,-0.465427
11808_master,13.8,13+,0,3.810393,-6.101562,-0.714567
390_master,14.1,14,0,3.8212,-9.017778,1.139123
772_master,14.1,14,0,3.848886,-9.454506,1.978666
11454_master,14.0,14,0,3.84949,-6.746677,-0.876713
11396_master,13.6,13+,0,3.849935,-6.910612,-0.334743
612_master,13.9,13+,0,3.849961,-8.86507,1.418782
11141_master,13.8,13+,0,3.862224,-6.018846,-1.334561
11629_remaster,13.9,13+,0,3.881013,-6.628418,0.214697
684_master,14.0,14,0,3.944428,-8.491619,1.056597
11364_master,14.7,14+,0,3.9454,-9.443264,2.433185
11288_master,13.8,13+,0,3.957628,-6.000976,-0.341339
11333_master,13.2,13,0,3.971223,-6.565057,-0.782635
11691_master,14.0,14,0,3.975127,-7.530298,-0.13723
11031_master,13.8,13+,0,4.014712,-6.998317,-0.661179
11544_master,14.6,14+,0,4.021857,-9.141766,1.907822
11847_master,13.7,13+,0,4.042407,-7.169177,-0.289372
464_master,13.8,13+,0,4.074533,-9.07277,1.885494
848_master,14.0,14,0,4.101102,-7.676873,0.049561
11757_master,13.4,13,0,4.10404,-6.381411,-1.104165
711_master,13.8,13+,0,4.129344,-8.432795,0.696245
11425_master,13.9,13+,0,4.13615,-7.329619,-0.702365
11064_master,13.8,13+,0,4.139914,-6.606993,-1.431259
11455_master,13.7,13+,0,4.175717,-5.966229,-1.076064
496_remaster,14.5,14,0,4.179134,-8.874734,1.871973
261_remaster,14.2,14,0,4.182677,-8.931171,1.483932
11906_remaster,14.0,14,0,4.194931,-6.353063,-0.413034
388_master,14.2,14,0,4.19811,-8.336453,-0.324466
11741_master,14.7,14+,0,4.207598,-8.815729,2.504029
11398_master,14.1,14,0,4.211447,-5.762018,-1.068083
11023_remaster,14.3,14,0,4.217069,-6.179058,-0.788431
812_master,14.4,14,0,4.217899,-7.692137,0.358057
836_master,13.9,13+,0,4.245959,-8.171405,0.774432
11164_master,13.8,13+,0,4.248953,-5.820949,-0.490701
11308_master,13.7,13+,0,4.253477,-6.411168,-0.673327
542_master,14.1,14,0,4.301355,-9.155612,1.628682
301_remaster,14.0,14,0,4.35394,-8.323049,0.101587
494_master,14.5,14,0,4.374538,-9.244953,2.518306
11379_master,14.9,14+,0,4.377733,-7.748926,0.434616
11241_master,13.2,13,0,4.381607,-6.4464,-0.923222
11243_master,13.8,13+,0,4.383734,-9.004251,2.428481
682_master,13.8,13+,0,4.425898,-7.543925,-0.22242
11877_master,13.8,13+,0,4.436132,-5.886755,-1.275015
796_master,14.4,14,0,4.446811,-8.163749,-0.073665
11576_master,14.2,14,0,4.462804,-9.198123,2.91408
571_master,14.8,14+,0,4.463488,-9.192619,1.938015
556_master,14.0,14,0,4.481369,-9.339684,1.999369
700_master,13.7,13+,0,4.481426,-7.805647,-0.318649
10641_master,13.6,13+,0,4.500101,-6.692198,-1.029838
11018_master,13.5,13,0,4.50594,-6.145514,-1.128303
11005_remaster,14.4,14,0,4.514708,-8.19085,0.826537
11377_master,14.0,14,0,4.527204,-5.974732,-1.238305
11466_master,13.8,13+,0,4.527686,-6.867069,0.2025
11643_master,14.4,14,0,4.540529,-8.959486,2.977863
589_remaster,14.3,14,0,4.544643,-8.041338,0.159256
11509_master,13.9,13+,0,4.546641,-5.735594,-1.589595
11496_master,13.9,13+,0,4.583154,-9.483446,2.86118
