chart,raw_level,bucket_label,cluster_id,distance_to_centroid,pca_x,pca_y
337_master,13.3,13,7,3.540673,13.568336,8.499965
408_master,13.3,13,7,4.276698,13.48746,7.858418
582_master,13.3,13,7,4.473055,14.118377,8.540353
58_remaster,13.4,13,7,4.547107,12.285489,6.368207
11907_master,13.0,13,7,4.569762,14.012562,7.330482
536_master,13.2,13,7,4.656798,13.810913,7.439975
152_master,13.2,13,7,4.706025,12.644741,6.799888
248_remaster,13.3,13,7,4.727076,12.213105,5.882271
85_master,13.7,13+,7,4.740651,13.020196,8.045429
815_master,13.3,13,7,4.906924,12.509748,7.184673
119_master,13.4,13,7,4.967424,12.474934,6.332994
341_master,13.3,13,7,5.028976,11.875751,5.232358
318_master,13.2,13,7,5.057119,12.508781,5.969615
717_master,13.2,13,7,5.104796,12.159638,6.187829
153_master,13.2,13,7,5.14999,12.543648,6.519151
236_master,13.3,13,7,5.195395,12.852076,7.63734
10117_master,13.2,13,7,5.229245,12.452384,5.656438
155_master,13.2,13,7,5.298206,12.156734,6.244001
351_master,13.2,13,7,5.455784,13.169051,6.127551
11858_master,13.0,13,7,5.50056,13.42137,5.925206
654_master,13.4,13,7,5.532758,14.018731,8.596922
58_master,13.0,13,7,5.565445,13.579086,8.593768
737_master,13.4,13,7,5.624156,11.587817,5.557411
678_master,13.3,13,7,5.631844,12.643785,5.857229
234_master,13.2,13,7,5.638815,12.697562,5.427407
11494_master,13.0,13,7,5.639682,12.392557,5.136921
11197_master,13.2,13,7,5.706501,13.609131,6.778218
100_remaster,13.2,13,7,5.752255,12.022064,6.016181
11779_remaster,13.7,13+,7,5.785838,12.181742,4.856147
23_remaster,13.7,13+,7,5.896153,13.263841,6.951679
11601_master,13.2,13,7,5.955979,13.557981,6.951103
743_remaster,13.3,13,7,5.979579,14.246125,10.165111
134_remaster,13.4,13,7,6.049955,13.816307,9.846326
251_master,13.0,13,7,6.114443,11.891694,5.194483
137_master,13.4,13,7,6.189007,13.579876,8.219616
142_expert,13.0,13,7,6.262336,13.285107,6.975665
359_master,13.2,13,7,6.2815,11.998171,4.975403
11428_master,13.1,13,7,6.327103,12.242572,4.069542
11570_master,13.0,13,7,6.363844,11.434575,4.976913
138_master,13.4,13,7,6.406436,11.343564,6.064501
11420_master,13.2,13,7,6.445833,13.315758,6.538228
10145_master,13.4,13,7,6.45487,14.713879,9.712411
11911_master,13.0,13,7,6.583409,14.015698,9.092242
674_master,13.3,13,7,6.675745,11.93188,5.535276
253_master,13.3,13,7,6.684024,14.034838,9.556812
106_master,13.5,13,7,6.737845,11.318157,3.82287
214_master,13.2,13,7,6.827501,13.7073,9.711228
66_master,13.0,13,7,6.837722,12.198999,4.422572
615_master,13.2,13,7,6.978928,14.820571,11.384899
11293_master,13.7,13+,7,7.010101,14.777337,7.191925
11250_remaster,13.0,13,7,7.040757,14.518352,8.054106
413_master,13.4,13,7,7.052092,11.351309,5.147545
56_master,13.4,13,7,7.33713,12.037031,4.545079
837_master,13.7,13+,7,7.412355,11.397294,6.957612
220_master,13.0,13,7,7.454577,14.045504,10.989088
131_remaster,13.5,13,7,7.579175,14.962466,11.406388
117_master,13.7,13+,7,7.60224,13.698845,9.855382
326_master,13.7,13+,7,7.609237,14.764593,6.735624
132_master,13.7,13+,7,7.719759,11.010662,4.691693
1081_master,13.2,13,7,7.742449,13.998863,10.742366
310_remaster,13.2,13,7,7.803316,14.100042,9.043417
11777_master,13.2,13,7,7.933141,12.517016,8.862775
139_master,13.4,13,7,7.937936,11.370533,4.33759
689_expert,13.3,13,7,7.983547,11.796762,5.14461
140_master,13.3,13,7,8.004666,14.119582,9.534749
281_master,13.2,13,7,8.044607,14.389889,10.70107
62_remaster,13.1,13,7,8.086644,15.283455,10.800949
10122_master,13.0,13,7,8.294977,14.121685,7.934783
143_remaster,14.6,14+,7,8.357896,10.82748,6.721165
35_master,13.3,13,7,8.513682,14.12784,8.325917
11419_master,13.9,13+,7,8.561116,15.719723,9.894287
11700_master,13.3,13,7,8.757404,13.688283,6.225148
280_master,13.2,13,7,8.758611,14.625379,11.739055
11845_master,13.0,13,7,8.926266,14.583201,11.403757
142_master,13.3,13,7,8.985927,14.317699,11.177111
265_remaster,13.3,13,7,9.378993,16.082857,11.496218
574_master,13.8,13+,7,9.49333,14.785636,11.192715
11444_master,13.3,13,7,9.970963,13.448758,5.886142
777_remaster,13.8,13+,7,9.98213,14.40272,11.539426
786_master,13.8,13+,7,9.992611,14.920364,10.831356
11909_master,13.6,13+,7,10.045793,15.025197,10.02374
11236_master,13.9,13+,7,10.067492,15.729345,13.105851
10835_master,13.0,13,7,11.919294,15.385279,7.997534
683_master,13.0,13,7,12.419383,17.146818,12.461444
