chart,raw_level,bucket_label,cluster_id,distance_to_centroid,pca_x,pca_y
687_master,13.2,13,1,2.688189,8.649735,0.354612
10375_master,13.2,13,1,2.891497,10.159698,1.650703
11913_remaster,13.4,13,1,2.969769,9.475671,0.152611
11558_remaster,13.3,13,1,2.999528,9.087366,0.345163
109_master,13.7,13+,1,3.06019,9.736027,0.807407
367_master,13.4,13,1,3.135798,9.657263,-0.700611
11734_master,13.7,13+,1,3.158299,9.06088,0.220249
315_master,13.2,13,1,3.218452,9.600969,0.81727
263_master,13.3,13,1,3.247941,9.134935,-0.225048
10187_master,13.3,13,1,3.280612,8.351351,-0.652303
11665_master,13.0,13,1,3.306428,10.233917,0.735391
551_master,13.3,13,1,3.351377,9.067079,0.463827
488_expert,13.2,13,1,3.35906,8.636574,-1.002141
666_master,13.9,13+,1,3.362648,8.675361,-0.317287
11447_master,13.8,13+,1,3.368063,9.669075,0.616245
11586_master,13.3,13,1,3.427806,9.925124,-0.228254
643_expert,13.0,13,1,3.456046,9.839803,1.2393
11373_master,13.0,13,1,3.456693,8.563912,-0.122962
314_master,13.9,13+,1,3.484896,9.043082,-0.806363
252_remaster,13.7,13+,1,3.51814,10.027968,1.687448
344_master,13.4,13,1,3.563755,9.087643,-0.179101
231_master,13.2,13,1,3.587741,9.587835,0.396667
11593_master,13.2,13,1,3.595877,9.842564,1.329963
11407_remaster,13.0,13,1,3.617883,10.235078,1.708768
11424_master,13.8,13+,1,3.730913,8.81534,0.174083
198_master,13.2,13,1,3.778882,8.968638,-0.861783
11298_master,13.3,13,1,3.792282,8.582539,-0.164438
664_expert,13.1,13,1,3.813683,10.196648,1.308943
11622_master,13.2,13,1,3.826316,10.363272,1.696053
440_master,13.0,13,1,3.852416,8.281075,-0.48236
404_master,13.0,13,1,3.892262,8.702602,-0.327865
255_remaster,13.8,13+,1,3.894174,9.455984,2.368784
146_remaster,13.4,13,1,3.921486,9.712528,1.444332
811_master,13.1,13,1,3.932854,9.083549,-0.328896
11464_master,13.4,13,1,3.953381,9.118532,0.451848
11585_master,13.5,13,1,3.985608,8.836785,-0.153004
688_expert,13.0,13,1,3.988694,10.218301,1.128751
566_expert,13.3,13,1,3.990834,9.32534,-0.558996
770_master,13.3,13,1,3.992444,8.391874,-1.273393
11775_master,13.2,13,1,3.993512,8.639977,-0.933768
800_master,13.5,13,1,4.004744,9.245917,-1.177412
188_master,13.3,13,1,4.051676,9.683381,1.85246
424_master,13.3,13,1,4.063732,9.110187,2.141487
125_master,13.4,13,1,4.066087,8.556265,-1.085893
11188_master,13.4,13,1,4.085104,10.735802,1.823615
751_master,13.2,13,1,4.106734,10.096961,1.741684
